ID	mu	sigma
264276	71.142	4.356
264277	61.81	3.645
264278	70.882	4.471
264279	73.114	3.875
264280	65.123	3.823
264281	72.49	3.385
264282	73.666	4.27
264283	64.91	3.798
264284	62.631	3.714
264293	64.7	4.671
264294	70.698	3.768
264295	73.937	4.425
264296	65.433	3.708
264297	66.881	3.894
264298	69.652	3.806
264299	66.854	3.511
264300	66.999	4.408
264304	68.942	3.655
264305	66.415	3.594
264306	67.055	3.6
264320	72.311	3.949
264321	71.074	4.274
264322	68.921	3.859
264323	71.633	4.081
264325	65.846	3.859
264330	74.231	4.187
264331	73.961	4.21
264333	76.884	4.006
264336	69.74	4.032
264337	72.299	4.046
264338	74.635	3.972
264339	75.27	4.54
264340	68.909	4.214
264341	70.964	3.835
264342	73.15	4.198
264343	74.674	3.861
264344	77.865	3.88
264345	75.111	3.777
264346	74.199	4.078
264347	71.991	4.069
264348	57.176	3.966
264357	68.52	5.142
264358	68.45	4.108
264359	72.62	4.807
264360	68.856	4.156
264361	68.41	3.716
264362	72.367	3.875
264363	67.548	4.693
264364	69.826	3.784
264368	77.483	4.221
264369	65.05	4.283
264370	73.18	4.271
264384	0	0
264386	0	0
264388	0	0
264390	0	0
264392	0	0
264394	0	0
264395	0	0
264396	0	0
264397	0	0
264398	0	0
264399	0	0
264400	0	0
264401	0	0
264402	0	0
264403	0	0
264405	0	0
264413	0	0
264414	0	0
264415	0	0
264416	0	0
264417	0	0
264418	0	0
264419	0	0
264420	0	0
264436	0	0
264438	0	0
264439	0	0
264440	0	0
264441	0	0
264442	0	0
264443	0	0
264445	0	0
264448	52.03	3.696
264450	61.912	3.842
264452	64.221	3.778
264454	66.554	3.896
264456	59.221	3.742
264458	66.609	4.032
264459	58.342	3.515
264460	60.913	4.136
264461	0	0
264462	67.245	3.788
264463	58.561	3.249
264464	59.368	3.489
264465	61.849	3.592
264466	59.602	3.498
264467	58.106	3.322
264469	57.552	3.484
264477	65.693	4.1
264478	61.798	3.919
264479	66.343	3.89
264480	61.553	3.386
264481	68.421	3.707
264482	68.971	3.952
264483	59.721	3.628
264484	63.217	3.937
264500	51.116	3.512
264502	59.372	3.644
264503	52.427	3.469
264504	63.75	3.768
264505	61.217	3.587
264506	62.924	3.589
264507	63.819	3.656
264509	54.785	3.851
264512	74.669	4.113
264513	76.286	4.012
264514	65.511	4.413
264515	75.669	4.231
264517	63.774	3.891
264522	104.659	7.323
264523	0	0
264525	84.101	7.316
264528	96.372	5.782
264529	103.731	5.034
264530	103.362	5.292
264531	101.422	5.217
264532	103.797	5.209
264533	81.88	6.836
264534	103.974	4.968
264535	83.247	7.536
264536	104.935	4.963
264537	85.513	16.329
264538	84.416	6.77
264539	94.338	5.473
264540	89.469	12.062
264549	96.581	5.06
264550	99.692	5.22
264551	96.963	5.335
264552	109.177	5.368
264553	104.557	5.063
264554	102.177	5.167
264555	102.816	5.056
264556	92.607	5.097
264560	75.564	3.857
264561	69.992	4.292
264562	74.929	3.985
264576	97.039	5.595
264577	102.944	5.148
264578	103.105	5.13
264579	102.249	5.303
264581	92.473	5.158
264586	73.584	3.958
264587	72.914	3.989
264589	73.043	3.779
264592	65.356	4.038
264593	71.254	3.773
264594	70.507	3.735
264595	68.047	3.858
264596	71.525	3.796
264597	68.119	3.845
264598	72.198	4.157
264599	73.04	3.923
264600	71.132	3.719
264601	71.691	3.916
264602	73.436	3.948
264603	66.603	3.784
264604	65.981	3.847
264613	85.078	4.801
264614	88.098	5.949
264615	96.392	5.142
264616	96.952	6.04
264617	97.218	5.862
264618	103.339	5.697
264619	105.13	5.74
264620	85.784	5.166
264624	96.33	5.907
264625	76.238	5.274
264626	101.228	5.679
264640	31.469	3.012
264642	17.761	2.831
264644	17.708	2.837
264646	23.322	2.868
264648	33.508	2.484
264650	23.913	2.556
264651	21.379	2.656
264652	23.374	2.411
264653	0	0
264654	22.551	2.572
264655	34.579	2.603
264656	34.79	2.49
264657	34.908	2.836
264658	31.246	3.016
264659	30.782	2.851
264661	25.987	3.005
264669	58.126	3.722
264670	53.636	3.751
264671	62.438	3.587
264672	61.509	3.645
264673	60.594	3.562
264674	62.622	3.534
264675	43.727	3.867
264676	57.754	3.984
264692	48.357	3.953
264694	64.504	4.209
264695	62.832	4.168
264696	54.942	3.796
264697	50.67	3.591
264698	51.02	3.365
264699	51.085	3.35
264701	49.896	3.823
264704	38.54	3.531
264706	32.631	2.715
264708	32.158	2.651
264710	31.937	2.729
264712	38.566	2.814
264714	30.767	2.617
264715	28.909	2.983
264716	32.99	2.665
264717	32.909	2.55
264718	29.715	2.591
264719	39.412	2.948
264720	34.234	3.221
264721	35.084	2.809
264722	38.101	3.167
264723	38.881	2.863
264725	36.303	2.794
264733	27.559	2.335
264734	25.166	2.599
264735	27.479	2.23
264736	28.621	2.215
264737	28.274	2.373
264738	29.159	2.375
264739	24.496	2.469
264740	28.017	2.338
264756	27.967	2.876
264758	32.534	2.512
264759	32.884	2.748
264760	30.242	2.69
264761	34.0	2.757
264762	27.553	2.693
264763	28.418	3.111
264765	23.09	2.652
264768	44.93	3.115
264769	41.092	3.147
264770	43.566	3.291
264771	43.267	3.487
264773	34.678	3.522
264778	38.465	2.596
264779	41.035	3.061
264781	38.796	2.716
264784	34.377	2.878
264785	32.371	3.084
264786	39.192	2.917
264787	36.593	2.938
264788	35.734	2.584
264789	34.01	2.973
264790	36.092	2.945
264791	37.369	2.835
264792	36.967	2.988
264793	38.507	2.622
264794	38.488	2.893
264795	31.627	4.342
264796	32.927	4.421
264805	25.724	2.69
264806	26.251	2.564
264807	28.809	2.634
264808	26.468	2.24
264809	27.065	2.415
264810	27.415	2.437
264811	26.039	2.424
264812	23.765	2.755
264816	40.589	2.695
264817	39.191	3.517
264818	42.871	3.047
264832	41.934	2.831
264833	41.231	2.819
264834	39.819	3.001
264835	41.112	3.207
264837	37.261	3.151
264842	22.664	2.283
264843	25.56	2.508
264845	22.208	1.962
264848	44.461	3.869
264849	56.149	3.417
264850	50.265	3.363
264851	54.556	3.579
264852	52.91	3.228
264853	20.033	3.537
264854	55.05	3.808
264855	21.792	2.571
264856	56.479	3.33
264857	25.212	2.607
264858	23.113	2.096
264859	51.628	3.322
264860	22.348	2.553
264869	26.795	2.942
264870	29.765	2.935
264871	33.05	2.502
264872	33.823	2.972
264873	35.027	2.708
264874	32.701	2.643
264875	32.683	2.586
264876	29.702	2.7
264880	42.727	2.832
264881	38.103	2.943
264882	42.586	3.118
264896	37.162	3.602
264898	43.205	3.404
264900	47.012	3.203
264902	47.152	3.206
264904	41.919	2.988
264906	50.056	3.028
264907	45.061	3.269
264908	50.29	3.214
264909	48.907	3.184
264910	49.954	3.27
264911	42.358	2.799
264912	40.88	3.284
264913	42.226	2.959
264914	42.999	2.981
264915	36.044	3.08
264917	36.247	2.948
264925	34.964	3.559
264926	32.372	3.947
264927	35.814	3.844
264928	33.285	3.42
264929	34.706	3.806
264930	35.347	3.501
264931	30.489	3.396
264932	34.079	3.667
264948	26.301	3.379
264950	34.64	3.361
264951	26.343	3.011
264952	34.776	3.018
264953	34.74	2.855
264954	28.448	3.054
264955	25.237	3.364
264957	24.653	3.336
265216	18.301	2.823
265218	14.089	2.998
265220	15.418	2.83
265222	16.301	2.747
265224	21.015	2.645
265226	17.161	2.955
265227	17.283	2.797
265228	18.562	2.803
265229	18.453	3.016
265230	16.478	2.771
265231	19.308	2.454
265232	19.961	2.331
265233	19.457	2.467
265234	19.735	2.616
265235	19.529	2.71
265237	18.597	2.786
265245	33.233	2.79
265246	30.762	2.979
265247	32.078	2.691
265248	31.043	2.87
265249	34.307	2.675
265250	35.345	2.823
265251	32.604	2.702
265252	35.117	2.811
265268	13.225	2.848
265270	15.056	2.74
265271	15.372	2.455
265272	15.107	2.484
265273	14.712	2.683
265274	14.564	2.731
265275	14.348	2.6
265277	15.77	2.911
265280	76.622	4.46
265281	76.743	4.489
265282	79.803	5.243
265283	79.48	4.627
265285	72.968	5.055
265290	67.724	4.167
265291	68.5	4.134
265293	67.224	3.902
265296	69.823	4.73
265297	70.941	4.58
265298	76.296	4.451
265299	72.635	3.823
265300	72.431	4.533
265301	63.264	4.265
265302	68.981	4.044
265303	68.517	4.323
265304	72.709	3.761
265305	69.294	4.185
265306	68.329	4.227
265307	68.331	3.779
265308	66.006	4.903
265317	71.654	4.018
265318	68.643	4.448
265319	69.477	4.53
265320	75.079	5.076
265321	77.78	4.41
265322	76.986	4.128
265323	78.278	4.48
265324	66.729	4.496
265328	76.707	4.989
265329	68.338	4.751
265330	78.126	4.687
265344	74.814	4.932
265345	80.315	4.24
265346	77.773	4.317
265347	78.494	4.181
265349	72.609	5.079
265354	71.475	3.977
265355	70.313	4.317
265357	69.653	3.793
265360	50.502	4.038
265361	59.576	3.658
265362	58.092	3.674
265363	56.704	3.476
265364	58.147	3.773
265365	61.518	3.849
265366	54.831	4.01
265367	68.441	4.149
265368	60.124	3.595
265369	71.739	4.181
265370	69.036	3.87
265371	61.745	3.565
265372	66.15	4.205
265381	70.453	4.606
265382	79.541	4.577
265383	80.482	4.305
265384	77.714	4.681
265385	82.51	4.66
265386	82.297	4.693
265387	74.96	4.545
265388	75.113	4.589
265392	79.264	4.851
265393	76.171	4.274
265394	73.34	4.826
265408	55.087	3.687
265410	49.525	3.636
265412	53.472	3.276
265414	53.086	3.279
265416	56.042	3.432
265418	54.78	3.355
265419	50.395	3.707
265420	54.83	3.309
265421	54.695	3.318
265422	51.948	3.594
265423	55.765	3.505
265424	56.889	3.33
265425	57.543	3.659
265426	57.403	3.39
265427	57.6	3.438
265429	54.299	3.812
265437	14.654	2.72
265438	14.566	3.315
265439	15.322	2.875
265440	14.816	3.082
265441	15.299	3.099
265442	15.456	3.001
265443	13.003	3.109
265444	15.276	2.76
265460	51.235	3.607
265462	56.653	3.547
265463	56.036	3.635
265464	57.191	3.607
265465	57.334	3.469
265466	57.265	3.89
265467	56.536	3.511
265469	50.975	3.697
265472	40.521	3.519
265474	32.262	3.214
265476	35.592	2.996
265478	33.562	2.921
265480	46.24	3.198
265482	32.24	2.737
265483	31.952	3.187
265484	35.796	3.299
265485	32.67	2.912
265486	34.158	2.924
265487	46.605	2.969
265488	47.459	2.903
265489	45.592	2.958
265490	47.563	3.007
265491	47.392	3.018
265493	45.054	3.431
265501	15.804	2.949
265502	14.06	2.931
265503	16.452	2.605
265504	16.805	2.098
265505	16.415	2.188
265506	15.886	2.105
265507	15.426	3.045
265508	15.655	2.581
265524	40.466	3.039
265526	43.382	2.824
265527	41.404	2.734
265528	41.44	2.753
265529	43.232	2.976
265530	41.441	2.866
265531	42.065	2.666
265533	38.348	3.009
265536	53.3	3.362
265537	51.613	3.211
265538	47.394	2.848
265539	49.313	2.823
265541	45.685	3.232
265546	47.706	3.45
265547	46.931	3.347
265549	41.142	3.497
265552	41.567	3.356
265553	47.203	3.454
265554	45.482	3.047
265555	43.094	3.225
265556	47.017	3.164
265557	37.534	3.456
265558	46.711	3.33
265559	40.819	3.224
265560	47.478	3.197
265561	46.989	3.349
265562	50.107	3.352
265563	40.729	3.375
265564	41.679	3.944
265573	39.241	3.403
265574	47.61	3.64
265575	41.911	4.024
265576	48.254	3.169
265577	49.526	3.145
265578	49.615	3.224
265579	44.458	3.033
265580	45.828	3.298
265584	48.698	2.965
265585	45.927	3.193
265586	49.122	3.098
265600	36.907	2.827
265601	38.494	2.957
265602	31.588	2.815
265603	34.039	2.833
265605	32.956	2.888
265610	49.822	3.053
265611	52.211	3.226
265613	50.551	3.27
265616	54.145	3.87
265617	49.757	3.665
265618	59.069	4.122
265619	62.487	3.785
265620	60.263	3.848
265621	42.528	3.355
265622	60.32	4.035
265623	47.689	3.026
265624	61.818	3.834
265625	47.883	2.914
265626	52.785	3.208
265627	45.349	3.561
265628	47.603	3.209
265637	23.1	2.814
265638	27.759	2.568
265639	28.224	2.342
265640	29.21	2.361
265641	27.435	2.217
265642	26.077	2.278
265643	27.542	2.183
265644	26.977	2.415
265648	38.038	2.929
265649	34.504	3.085
265650	37.796	2.992
265664	69.073	4.228
265666	57.711	4.075
265668	61.239	4.046
265670	59.021	3.746
265672	70.991	4.181
265674	62.691	3.876
265675	58.141	4.47
265676	63.566	3.846
265677	61.483	3.702
265678	62.606	3.868
265679	75.397	4.289
265680	75.079	4.125
265681	76.516	4.181
265682	76.472	4.113
265683	75.507	4.174
265685	71.974	4.287
265693	56.024	3.899
265694	52.323	3.812
265695	58.686	3.542
265696	59.272	3.875
265697	59.291	3.919
265698	56.833	3.732
265699	54.629	3.763
265700	58.579	3.825
265716	51.198	3.711
265718	53.523	3.547
265719	56.721	4.172
265720	57.381	3.581
265721	56.466	3.238
265722	56.111	3.738
265723	58.239	4.042
265725	46.917	3.513
265728	46.129	4.283
265730	59.962	4.11
265732	68.928	4.337
265734	68.224	4.154
265736	54.185	3.599
265738	66.645	4.405
265739	60.663	4.385
265740	62.498	3.764
265741	63.733	3.971
265742	69.2	4.286
265743	53.195	3.483
265744	51.653	3.317
265745	53.3	3.342
265746	54.868	3.855
265747	53.633	3.441
265749	50.963	3.498
265757	48.911	3.355
265758	45.779	3.678
265759	51.09	3.604
265760	51.532	3.672
265761	50.584	3.251
265762	52.361	3.775
265763	46.916	3.423
265764	48.748	3.691
265780	56.111	3.745
265782	62.227	3.732
265783	60.471	3.697
265784	61.541	3.723
265785	63.696	3.341
265786	61.252	3.574
265787	62.881	3.647
265789	55.755	3.85
265792	0	0
265793	0	0
265794	0	0
265795	0	0
265797	0	0
265802	0	0
265803	0	0
265805	0	0
265808	0	0
265809	0	0
265810	0	0
265811	0	0
265812	0	0
265813	0	0
265814	0	0
265815	0	0
265816	0	0
265817	0	0
265818	0	0
265819	0	0
265820	0	0
265829	0	0
265830	0	0
265831	0	0
265832	0	0
265833	0	0
265834	0	0
265835	0	0
265836	0	0
265840	0	0
265841	0	0
265842	0	0
265856	47.452	3.237
265857	45.767	3.174
265858	42.057	3.476
265859	48.614	3.403
265861	39.614	3.917
265866	42.952	2.892
265867	40.162	3.051
265869	42.23	2.886
265872	36.102	3.065
265873	38.256	3.582
265874	42.753	3.232
265875	38.104	3.463
265876	37.897	2.781
265877	38.42	3.018
265878	42.743	3.222
265879	43.929	3.116
265880	38.232	3.25
265881	43.866	2.967
265882	40.278	2.662
265883	27.926	3.261
265884	34.757	3.381
265893	42.899	3.27
265894	45.97	3.543
265895	49.776	3.273
265896	50.153	3.579
265897	42.474	3.176
265898	45.099	3.327
265899	47.365	3.128
265900	42.404	3.342
265904	48.713	3.277
265905	42.04	3.557
265906	48.843	3.294
265920	40.859	3.094
265922	34.221	3.047
265924	36.909	2.983
265926	36.536	3.691
265928	41.541	2.785
265930	38.473	2.969
265931	35.384	3.182
265932	35.614	2.798
265933	34.556	2.828
265934	36.763	2.83
265935	44.394	3.04
265936	41.476	2.757
265937	41.598	2.807
265938	43.699	3.037
265939	36.914	2.851
265941	36.682	2.964
265949	42.911	3.619
265950	32.69	3.873
265951	43.987	3.185
265952	47.299	3.334
265953	42.894	3.015
265954	43.607	2.944
265955	41.955	3.1
265956	41.805	2.999
265972	39.299	3.074
265974	39.636	2.931
265975	42.457	3.006
265976	44.42	2.866
265977	44.548	2.926
265978	43.29	2.965
265979	43.699	2.767
265981	40.045	3.052
265984	57.445	3.878
265986	62.108	3.776
265988	65.074	3.379
265990	68.802	3.854
265992	64.255	3.557
265994	70.301	3.813
265995	61.954	4.044
265996	70.637	3.805
265997	68.244	3.766
265998	69.976	3.717
265999	66.367	3.771
266000	64.604	3.724
266001	65.952	3.701
266002	66.189	3.772
266003	65.016	3.621
266005	61.248	3.852
266013	57.779	3.106
266014	56.734	3.205
266015	59.034	2.97
266016	59.382	3.0
266017	57.179	2.916
266018	59.794	2.979
266019	56.757	3.144
266020	57.935	2.973
266036	62.484	3.841
266038	67.915	3.613
266039	66.702	3.644
266040	68.872	3.641
266041	69.163	3.732
266042	65.985	3.656
266043	67.271	3.616
266045	65.949	4.046
266048	48.203	2.956
266049	48.871	3.058
266050	46.373	2.943
266051	47.407	2.93
266053	44.358	3.036
266058	34.846	2.344
266059	32.585	2.267
266061	33.993	2.466
266064	41.688	3.193
266065	47.558	3.12
266066	44.186	3.241
266067	42.25	2.944
266068	45.304	2.995
266069	28.37	2.948
266070	42.877	3.125
266071	32.091	2.529
266072	43.226	3.024
266073	33.244	2.409
266074	31.735	2.41
266075	40.76	3.559
266076	32.096	2.61
266085	46.607	3.015
266086	44.842	2.88
266087	46.327	2.896
266088	42.701	2.83
266089	42.218	2.713
266090	40.841	2.948
266091	37.97	2.957
266092	30.784	2.83
266096	49.482	3.021
266097	46.473	3.321
266098	48.682	3.009
266112	65.569	3.582
266113	65.103	3.547
266114	61.749	3.841
266115	63.826	3.815
266117	55.383	4.017
266122	65.602	3.614
266123	62.576	3.59
266125	64.207	3.694
266128	55.543	3.835
266129	62.333	3.627
266130	65.438	3.879
266131	64.743	3.572
266132	59.465	3.571
266133	58.29	3.669
266134	63.496	3.602
266135	61.408	3.803
266136	65.508	3.734
266137	65.348	3.674
266138	63.002	3.788
266139	57.501	3.472
266140	58.009	3.936
266149	59.956	3.834
266150	64.491	3.871
266151	66.525	3.642
266152	66.241	3.609
266153	66.663	3.617
266154	66.154	3.58
266155	64.51	3.687
266156	60.651	3.691
266160	65.7	3.877
266161	59.321	3.781
266162	65.133	3.801
266176	61.697	3.55
266178	58.359	3.961
266180	64.172	3.744
266182	63.326	3.743
266184	64.043	3.655
266186	64.867	3.785
266187	59.459	3.739
266188	65.633	3.785
266189	64.765	3.892
266190	66.499	3.868
266191	55.313	3.766
266192	66.489	3.761
266193	57.421	3.818
266194	62.58	3.552
266195	44.778	3.254
266197	41.801	3.834
266205	38.289	3.015
266206	35.38	3.192
266207	36.189	2.681
266208	36.351	2.798
266209	33.603	3.004
266210	35.273	2.918
266211	28.277	3.165
266212	32.875	3.109
266228	63.659	4.397
266230	68.483	3.923
266231	68.898	4.005
266232	67.552	3.878
266233	69.214	3.997
266234	67.928	3.863
266235	68.555	3.828
266237	62.056	4.083
266240	19.896	3.069
266242	18.618	3.296
266244	17.963	2.747
266246	19.882	2.759
266248	21.84	2.56
266250	19.031	3.053
266251	14.423	3.116
266252	18.811	2.947
266253	18.885	2.905
266254	17.716	2.871
266255	20.63	2.736
266256	21.668	2.517
266257	21.336	2.202
266258	21.442	2.398
266259	20.201	2.647
266261	17.67	3.043
266269	0	0
266270	0	0
266271	0	0
266272	0	0
266273	0	0
266274	0	0
266275	0	0
266276	0	0
266292	20.872	3.151
266294	24.251	2.238
266295	23.711	2.205
266296	24.807	2.227
266297	24.561	2.227
266298	21.843	2.331
266299	24.67	2.334
266301	20.679	2.966
266304	10.761	2.406
266305	10.491	2.166
266306	10.464	2.325
266307	11.459	2.468
266309	9.736	2.161
266314	19.892	2.78
266315	18.999	2.386
266317	17.91	2.062
266320	6.425	2.225
266321	7.374	2.098
266322	7.39	2.15
266323	7.195	2.34
266324	6.853	2.167
266325	14.886	2.656
266326	7.019	2.281
266327	18.08	2.535
266328	7.117	2.291
266329	18.853	2.296
266330	19.65	2.812
266331	6.761	2.148
266332	16.414	2.763
266341	12.784	3.21
266342	16.257	2.706
266343	16.51	2.33
266344	15.685	2.449
266345	16.116	2.679
266346	15.379	2.429
266347	16.767	2.708
266348	12.468	2.756
266352	9.76	2.181
266353	8.997	2.293
266354	9.775	2.132
266368	25.0	1.907
266369	24.851	1.999
266370	21.915	1.98
266371	25.24	2.053
266373	23.695	2.351
266378	17.981	1.989
266379	18.082	1.915
266381	17.119	2.188
266384	21.383	2.86
266385	27.384	2.188
266386	26.643	2.233
266387	27.378	2.03
266388	25.067	2.216
266389	16.33	2.215
266390	26.607	2.026
266391	17.173	1.934
266392	28.531	2.047
266393	18.089	2.067
266394	18.76	2.034
266395	27.694	2.289
266396	16.742	2.42
266405	23.656	2.373
266406	27.845	2.375
266407	28.831	2.248
266408	29.906	2.265
266409	29.404	2.178
266410	27.298	2.175
266411	27.304	2.311
266412	27.872	2.339
266416	24.245	1.944
266417	23.545	2.027
266418	24.288	2.063
266432	4.856	1.482
266434	5.432	1.823
266436	5.366	1.714
266438	5.946	1.668
266440	5.052	1.657
266442	5.747	1.874
266443	4.945	1.586
266444	5.776	1.76
266445	5.496	1.711
266446	5.459	1.59
266447	4.728	1.534
266448	5.1	1.694
266449	5.214	1.611
266450	5.076	1.663
266451	5.019	1.732
266453	4.329	1.411
266461	5.462	2.225
266462	5.22	2.165
266463	5.95	2.136
266464	5.619	2.245
266465	5.826	2.036
266466	5.862	2.186
266467	5.517	2.035
266468	5.568	2.246
266484	4.487	1.006
266486	0	0
266487	4.263	0.935
266488	0	0
266489	0	0
266490	3.96	0.981
266491	0	0
266493	0	0
266496	18.051	2.704
266498	18.181	2.726
266500	20.106	2.173
266502	20.812	2.162
266504	18.682	2.5
266506	21.513	2.545
266507	19.013	2.539
266508	20.865	1.96
266509	20.606	2.157
266510	20.981	2.733
266511	20.083	2.207
266512	20.979	2.589
266513	20.333	2.49
266514	21.537	2.182
266515	19.175	2.397
266517	18.577	2.758
266525	46.669	3.377
266526	42.012	3.67
266527	44.09	3.013
266528	47.103	3.123
266529	44.146	3.274
266530	43.311	3.043
266531	39.214	3.257
266532	45.248	3.313
266548	34.217	3.373
266550	40.076	3.41
266551	36.258	2.972
266552	38.077	2.954
266553	37.823	2.764
266554	38.279	3.554
266555	36.913	2.669
266557	33.548	2.929
266560	89.287	4.664
266561	89.593	3.912
266562	83.485	4.253
266563	85.347	4.45
266565	78.24	4.654
266570	91.861	4.268
266571	30.354	9.432
266573	91.713	4.286
266576	79.06	4.715
266577	84.825	3.783
266578	82.116	4.373
266579	83.997	4.276
266580	83.293	4.035
266581	81.122	4.53
266582	85.711	3.968
266583	89.313	4.542
266584	85.628	3.714
266585	91.596	4.742
266586	90.064	4.149
266587	78.615	4.188
266588	76.78	4.62
266597	83.683	4.431
266598	89.37	4.293
266599	87.467	4.161
266600	87.033	4.117
266601	84.602	4.13
266602	86.13	4.008
266603	80.097	4.261
