ID	mu	sigma
2635	67.651	4.008
2637	72.399	4.432
2640	66.623	4.074
2641	70.183	4.113
2642	71.387	4.661
2643	69.89	4.08
2644	68.428	4.711
2645	61.979	4.759
2646	68.924	4.366
2647	70.603	4.298
2648	69.907	4.383
2649	74.796	4.597
2650	66.833	3.956
2651	67.269	4.152
2652	64.569	3.949
2661	52.942	3.41
2662	55.123	3.593
2663	54.98	3.641
2664	53.723	3.324
2665	53.693	3.546
2666	49.505	3.448
2667	53.442	3.399
2668	53.438	3.508
2672	54.426	3.546
2673	51.672	3.646
2674	54.821	3.627
2688	46.811	2.836
2689	47.37	2.78
2690	45.998	2.852
2691	46.582	2.95
2693	45.444	2.821
2698	0	0
2699	52.578	3.466
2701	51.392	3.14
2704	47.39	3.395
2705	51.858	3.255
2706	52.045	3.271
2707	49.932	3.1
2708	52.076	3.328
2709	48.073	3.34
2710	55.065	3.441
2711	51.452	3.215
2712	54.13	3.17
2713	50.054	3.544
2714	52.025	3.088
2715	44.712	3.551
2716	47.619	3.408
2725	53.416	3.668
2726	62.375	3.626
2727	61.775	3.58
2728	58.575	3.328
2729	59.83	3.587
2730	58.366	3.24
2731	58.878	3.546
2732	53.148	3.566
2736	47.171	2.877
2737	43.035	3.255
2738	46.604	2.992
2752	42.477	3.601
2754	43.453	3.45
2756	47.406	3.6
2758	49.317	3.605
2760	44.992	3.582
2762	52.577	3.846
2763	44.299	3.694
2764	50.203	3.875
2765	46.956	3.721
2766	50.192	3.509
2767	46.657	3.813
2768	54.357	3.948
2769	53.8	3.476
2770	49.419	3.591
2771	47.744	3.831
2773	44.24	3.455
2781	54.012	4.345
2782	48.031	4.534
2783	58.036	4.24
2784	56.817	3.814
2785	59.985	4.006
2786	61.591	4.16
2787	56.561	4.058
2788	59.816	4.017
2804	54.89	3.975
2806	62.887	4.086
2807	60.713	4.039
2808	58.421	3.905
2809	59.049	3.759
2810	62.5	4.012
2811	60.334	3.882
2813	58.653	4.042
3072	77.518	4.618
3074	68.624	3.882
3076	74.279	3.839
3078	74.86	3.881
3080	78.536	4.254
3082	76.467	3.69
3083	73.486	4.166
3084	76.191	3.736
3085	0	0
3086	76.283	4.255
3087	82.544	4.578
3088	82.619	4.425
3089	83.381	4.091
3090	81.667	4.461
3091	78.237	4.203
3093	78.029	4.161
3101	72.92	4.125
3102	70.707	4.074
3103	71.707	4.397
3104	71.941	4.08
3105	74.927	4.151
3106	74.414	3.965
3107	65.076	4.037
3108	73.713	4.389
3124	70.792	4.102
3126	73.503	4.09
3127	74.056	4.244
3128	69.335	4.313
3129	74.758	4.422
3130	73.234	4.383
3131	75.597	4.78
3133	69.313	4.405
3136	95.661	4.932
3137	99.318	4.858
3138	97.919	4.982
3139	97.252	4.84
3141	93.236	4.951
3146	100.066	4.851
3147	98.514	5.205
3149	100.29	4.534
3152	91.211	4.639
3153	94.601	4.612
3154	93.479	4.74
3155	99.564	5.193
3156	94.484	5.008
3157	81.041	4.523
3158	99.253	4.963
3159	100.264	5.15
3160	97.362	5.276
3161	99.763	4.867
3162	98.829	4.795
3163	91.669	4.461
3164	87.913	5.2
3173	97.954	5.037
3174	102.059	4.939
3175	104.196	4.741
3176	103.295	4.847
3177	101.243	5.011
3178	100.243	4.874
3179	98.41	4.746
3180	90.568	4.671
3184	99.918	4.957
3185	92.583	4.977
3186	96.081	4.925
3200	67.121	4.514
3201	66.89	4.068
3202	63.485	5.1
3203	60.022	3.995
3205	52.765	4.323
3210	64.335	3.884
3211	0	0
3213	63.382	3.855
3216	63.843	4.04
3217	66.853	4.169
3218	66.458	4.777
3219	68.423	3.904
3220	67.621	4.134
3221	62.805	3.834
3222	65.429	4.145
3223	66.241	3.985
3224	69.569	3.963
3225	67.173	4.095
3226	66.455	4.145
3227	60.936	4.27
3228	63.827	4.694
3237	57.073	4.693
3238	62.662	4.006
3239	62.769	4.142
3240	60.7	4.306
3241	64.298	4.23
3242	63.267	4.656
3243	62.785	4.372
3244	57.153	4.422
3248	65.021	4.074
3249	57.281	4.475
3250	63.433	4.35
3264	94.175	7.404
3266	74.372	6.207
3268	75.739	5.464
3270	82.985	5.451
3272	105.02	10.007
3274	82.398	6.703
3275	76.411	7.462
3276	81.8	6.499
3277	0	0
3278	81.53	5.955
3279	106.899	5.919
3280	106.124	8.56
3281	105.118	6.337
3282	105.881	4.827
3283	105.318	6.861
3285	91.921	8.348
3293	109.985	5.108
3294	105.378	5.424
3295	110.197	4.984
3296	110.494	5.082
3297	105.039	5.568
3298	110.323	5.119
3299	104.542	5.237
3300	109.657	4.915
3316	82.292	4.497
3318	89.777	4.253
3319	85.363	4.604
3320	88.31	4.164
3321	88.874	4.109
3322	89.572	4.128
3323	89.677	4.371
3325	84.57	4.517
3328	68.691	3.992
3330	80.233	4.745
3332	92.562	4.922
3334	91.436	4.615
3336	70.971	4.119
3338	92.498	4.793
3339	80.703	4.745
3340	92.041	5.096
3341	83.42	4.838
3342	89.409	4.605
3343	76.286	4.173
3344	75.184	4.382
3345	77.279	4.93
3346	77.917	3.928
3347	75.372	4.272
3349	62.985	4.216
3357	90.865	4.527
3358	83.658	4.815
3359	92.876	4.905
3360	86.63	4.834
3361	93.859	5.07
3362	92.1	5.453
3363	87.574	4.719
3364	89.048	4.975
3380	83.579	4.422
3382	87.969	4.945
3383	87.16	4.45
3384	83.342	4.357
3385	84.547	4.479
3386	85.844	5.816
3387	84.097	4.291
3389	79.585	5.247
3392	75.239	4.011
3393	74.457	4.068
3394	71.493	3.93
3395	74.1	3.81
3397	67.597	3.756
3402	83.726	4.333
3403	82.564	4.512
3405	80.802	4.77
3408	72.502	6.944
3409	79.436	6.743
3410	90.591	4.343
3411	80.857	6.296
3412	78.524	6.102
3413	75.311	4.554
3414	79.823	6.935
3415	80.958	4.516
3416	79.053	5.929
3417	83.215	4.348
3418	84.079	4.525
3419	74.261	7.067
3420	72.581	4.279
3429	71.237	7.489
3430	75.694	6.53
3431	78.294	10.281
3432	77.466	6.927
3433	78.264	8.414
3434	79.381	6.931
3435	82.208	4.078
3436	74.971	8.189
3440	76.128	3.731
3441	71.424	3.786
3442	74.251	3.897
3456	70.916	3.901
3457	69.705	3.937
3458	71.541	3.82
3459	67.668	3.894
3461	65.742	3.982
3466	79.007	4.242
3467	77.956	3.974
3469	77.693	4.08
3472	61.805	4.015
3473	70.561	3.75
3474	69.977	3.956
3475	70.525	4.055
3476	67.257	4.245
3477	75.131	4.047
3478	69.655	4.098
3479	75.028	3.98
3480	70.113	4.033
3481	78.785	3.945
3482	78.102	3.921
3483	67.412	3.793
3484	72.191	4.264
3493	65.379	4.356
3494	70.334	4.139
3495	69.97	4.217
3496	71.247	4.061
3497	69.405	3.748
3498	68.067	3.822
3499	68.151	3.943
3500	61.581	4.149
3504	68.218	3.778
3505	61.706	4.279
3506	67.918	4.002
3520	62.764	4.207
3522	71.857	4.727
3524	77.408	4.718
3526	76.666	4.554
3528	62.428	4.364
3530	70.476	4.29
3531	72.339	4.521
3532	73.114	4.353
3533	71.759	4.537
3534	74.702	5.11
3535	63.443	4.361
3536	65.357	4.198
3537	65.57	4.056
3538	66.801	4.185
3539	63.463	4.176
3541	57.453	4.207
3549	69.493	4.384
3550	64.464	4.14
3551	66.574	4.237
3552	68.835	4.25
3553	64.936	4.01
3554	68.79	4.087
3555	62.069	4.189
3556	69.584	4.394
3572	76.445	4.473
3574	82.293	4.108
3575	83.413	4.502
3576	83.65	4.209
3577	85.554	4.262
3578	74.577	4.888
3579	84.082	4.518
3581	81.12	4.648
3584	34.996	2.945
3586	48.363	3.342
3588	54.151	3.036
3590	54.548	2.938
3592	43.253	2.69
3594	53.28	2.963
3595	53.413	3.07
3596	56.498	3.136
3597	53.788	3.023
3598	54.12	2.854
3599	38.61	2.209
3600	39.025	2.435
3601	37.676	2.4
3602	40.702	2.36
3603	40.704	2.318
3605	39.473	2.36
3613	46.8	2.897
3614	40.627	3.155
3615	49.647	2.804
3616	50.605	2.789
3617	52.096	2.816
3618	51.4	2.845
3619	48.297	2.981
3620	49.56	2.834
3636	35.666	3.586
3638	43.838	2.673
3639	42.064	2.817
3640	43.124	2.565
3641	43.859	2.641
3642	42.392	2.632
3643	43.306	2.598
3645	42.534	2.71
3648	76.436	3.656
3649	74.849	3.539
3650	76.659	3.741
3651	73.588	3.651
3653	69.359	4.037
3658	55.895	3.016
3659	53.523	2.967
3661	54.785	3.025
3664	66.355	3.876
3665	69.617	3.597
3666	72.35	3.576
3667	70.058	3.584
3668	70.984	3.747
3669	49.231	3.292
3670	71.754	3.668
3671	53.964	3.076
3672	70.281	3.495
3673	58.727	3.069
3674	54.754	2.985
3675	64.568	3.877
3676	50.033	3.174
3685	50.429	3.323
3686	53.903	3.015
3687	54.838	3.109
3688	53.005	2.867
3689	54.706	3.08
3690	55.504	2.989
3691	53.379	3.137
3692	47.738	3.295
3696	72.186	3.86
3697	71.886	3.783
3698	75.873	3.591
3712	77.219	4.042
3713	77.75	3.902
3714	75.408	3.946
3715	76.761	3.984
3717	71.233	4.467
3722	77.749	4.009
3723	74.114	3.888
3725	76.209	4.101
3728	67.064	4.252
3729	70.599	3.795
3730	71.168	3.881
3731	71.97	3.846
3732	74.111	3.828
3733	68.605	3.965
3734	72.673	4.051
3735	70.794	4.226
3736	71.525	3.74
3737	78.533	3.959
3738	77.291	4.349
3739	62.733	4.038
3740	69.462	4.337
3749	63.766	3.401
3750	63.731	3.728
3751	66.798	3.686
3752	65.271	3.727
3753	64.743	3.644
3754	64.761	4.016
3755	61.707	3.477
3756	57.366	3.701
3760	77.56	4.018
3761	68.075	4.078
3762	74.35	4.093
3776	75.263	3.919
3778	25.464	5.959
3780	69.662	3.629
3782	71.55	3.653
3784	78.513	3.797
3786	74.724	3.541
3787	70.463	4.64
3788	74.824	3.735
3789	73.156	3.75
3790	72.674	3.655
3791	75.97	3.688
3792	79.349	3.741
3793	77.452	3.755
3794	74.194	3.612
3795	70.756	3.771
3797	70.346	3.746
3805	81.309	3.95
3806	75.753	4.26
3807	82.313	3.879
3808	82.863	3.879
3809	80.075	3.731
3810	80.662	3.724
3811	29.401	4.24
3812	76.538	3.846
3828	49.774	3.326
3830	55.323	2.801
3831	56.255	3.143
3832	54.297	2.829
3833	54.123	2.758
3834	57.39	3.201
3835	53.996	2.999
3837	51.139	3.212
3840	42.22	3.327
3842	53.585	3.492
3844	59.211	3.181
3846	60.312	3.109
3848	42.408	3.64
3850	60.192	4.075
3851	56.424	3.497
3852	61.678	3.14
3853	64.516	3.461
3854	60.88	3.051
3855	45.466	3.236
3856	46.407	3.242
3857	48.36	3.589
3858	45.065	3.304
3859	43.054	3.623
3861	40.23	3.447
3869	63.689	3.491
3870	47.444	3.476
3871	62.954	3.307
3872	59.759	3.246
3873	66.945	3.405
3874	63.15	3.11
3875	62.218	3.734
3876	64.681	3.31
3892	60.118	3.347
3894	61.786	3.101
3895	59.129	3.07
3896	59.822	3.053
3897	57.112	3.711
3898	56.02	2.921
3899	56.709	3.067
3901	55.796	3.068
3904	50.781	3.009
3905	51.492	2.79
3906	52.638	2.924
3907	55.485	2.946
3909	53.476	3.179
3914	55.184	3.108
3915	55.843	3.36
3917	54.42	2.789
3920	48.868	3.431
3921	53.738	3.059
3922	53.935	3.0
3923	52.794	3.509
3924	53.969	3.222
3925	50.11	3.305
3926	52.932	3.398
3927	56.127	3.208
3928	56.952	3.237
3929	52.456	3.046
3930	59.162	3.054
3931	47.65	3.228
3932	54.519	3.155
3941	47.239	3.385
3942	53.319	3.314
3943	58.963	3.288
3944	56.026	2.987
3945	57.263	3.215
3946	53.76	3.014
3947	52.529	2.971
3948	50.055	2.955
3952	50.717	2.728
3953	50.689	3.063
3954	52.736	2.813
3968	61.32	3.311
3969	61.403	2.973
3970	60.502	3.265
3971	60.896	3.39
3973	51.351	3.48
3978	62.893	3.104
3979	59.124	3.262
3981	61.245	3.407
3984	57.224	3.376
3985	63.321	3.557
3986	63.099	3.427
3987	65.588	3.386
3988	58.523	3.295
3989	55.384	3.318
3990	63.993	3.63
3991	57.277	3.237
3992	57.396	4.053
3993	64.43	3.271
3994	62.939	3.352
3995	53.271	4.226
3996	57.591	3.374
4005	61.271	3.24
4006	61.479	3.042
4007	58.836	3.514
4008	61.164	2.958
4009	61.006	2.955
4010	61.378	3.017
4011	62.356	3.007
4012	55.506	3.29
4016	59.841	3.496
4017	58.847	3.153
4018	60.076	2.979
4032	49.957	3.247
4034	51.792	3.325
4036	53.991	3.017
4038	54.868	3.256
4040	52.635	2.89
4042	54.41	3.244
4043	37.925	3.025
4044	49.682	3.164
4045	46.214	3.275
4046	56.449	3.147
4047	54.797	2.963
4048	53.475	3.002
4049	56.904	3.037
4050	57.261	3.057
4051	57.83	3.081
4053	50.851	3.295
4061	56.107	3.084
4062	54.298	3.211
4063	58.057	3.113
4064	55.817	3.096
4065	54.997	3.132
4066	57.147	3.121
4067	44.498	3.196
4068	52.403	3.246
4084	52.755	3.325
4086	60.104	3.075
4087	59.495	3.256
4088	58.241	2.998
4089	58.55	3.288
4090	56.523	3.4
4091	57.613	2.875
4093	58.07	3.237
4096	49.151	2.929
4098	46.641	3.022
4100	49.901	2.875
4102	50.47	3.047
4104	50.924	2.755
4106	43.536	2.85
4107	35.939	2.64
4108	40.369	2.851
4109	38.125	2.615
4110	47.273	3.377
4111	52.686	3.024
4112	50.516	2.843
4113	51.269	2.873
4114	52.069	2.866
4115	50.649	2.902
4117	45.677	3.328
4125	73.65	3.928
4126	63.915	3.784
4127	69.539	3.9
4128	79.117	4.199
4129	66.033	3.47
4130	70.355	4.041
4131	57.565	3.666
4132	63.109	3.573
4148	50.656	3.351
4150	52.619	2.997
4151	55.726	3.253
4152	50.755	3.525
4153	53.939	2.966
4154	52.419	2.872
4155	51.828	2.715
4157	50.214	3.04
4160	52.584	2.737
4161	53.691	2.617
4162	51.443	3.025
4163	56.424	2.949
4165	50.517	2.957
4170	59.24	2.934
4171	57.709	3.001
4173	59.901	3.229
4176	48.844	3.706
4177	50.509	4.02
4178	54.619	3.879
4179	51.869	4.068
4180	50.264	3.74
4181	53.326	3.166
4182	54.574	4.115
4183	57.01	3.26
4184	53.76	3.69
4185	57.673	3.016
4186	57.439	2.892
4187	50.805	3.459
4188	59.868	3.289
4197	56.376	3.189
4198	59.487	2.983
4199	58.448	3.144
4200	55.738	3.358
4201	58.257	2.839
4202	57.604	3.06
4203	58.585	3.008
4204	54.312	3.118
4208	51.4	2.618
4209	51.339	2.862
4210	52.71	2.668
4224	58.761	3.039
4225	58.731	3.006
4226	58.692	3.257
4227	59.989	3.187
4229	51.03	3.36
4234	63.817	3.135
4235	57.696	3.484
4237	61.847	3.289
4240	62.412	3.953
4241	69.306	3.46
4242	69.986	3.552
4243	66.486	3.505
4244	66.177	3.439
4245	54.693	3.415
4246	69.947	3.463
4247	60.148	3.196
4248	67.05	3.342
4249	64.868	3.187
4250	64.63	3.276
4251	60.674	3.836
4252	54.213	3.215
4261	56.558	3.957
4262	65.163	3.623
4263	68.967	3.245
4264	69.126	3.373
4265	67.109	3.261
4266	68.423	3.27
4267	66.765	3.524
4268	54.995	3.427
4272	61.918	3.248
4273	54.1	3.394
4274	59.405	3.138
4288	62.197	3.81
4290	52.101	3.578
4292	57.606	3.217
4294	57.271	3.025
4296	70.881	3.583
4298	59.713	3.101
4299	57.949	3.27
4300	59.03	3.014
4301	59.282	3.042
4302	59.185	3.016
4303	73.937	3.75
4304	74.697	3.622
4305	69.277	3.73
4306	72.511	3.554
4307	64.029	3.493
4309	61.212	3.523
4317	79.61	3.796
4318	67.758	3.833
4319	82.461	4.429
4320	77.138	4.003
4321	74.88	3.753
4322	74.691	3.893
4323	64.971	3.747
4324	69.812	3.571
4340	58.252	3.453
4342	59.221	3.093
4343	60.561	3.229
4344	60.874	3.228
4345	61.715	3.154
4346	54.956	3.86
4347	63.226	3.65
4349	61.246	3.675
4352	66.902	3.699
4354	57.608	3.95
4356	60.853	3.888
4358	61.757	3.637
4360	69.004	3.526
4362	61.745	3.657
4363	57.283	3.979
4364	61.124	3.654
4365	60.811	3.691
4366	59.131	3.566
4367	67.836	3.837
4368	69.417	3.817
4369	70.426	3.951
4370	68.918	3.559
4371	66.504	3.685
4373	64.493	4.139
4381	57.765	3.657
4382	56.271	3.525
4383	56.327	3.88
4384	60.115	3.978
4385	58.999	3.772
4386	62.512	3.981
4387	54.082	3.705
4388	56.108	3.966
4404	59.231	4.072
4406	63.087	4.429
4407	64.713	3.895
4408	67.513	4.123
4409	61.661	4.201
4410	60.412	4.07
4411	67.848	4.125
4413	60.225	3.942
4416	55.703	3.595
4417	55.697	3.102
4418	50.583	3.215
4419	56.948	3.569
4421	50.093	3.475
4426	78.889	4.662
4427	74.225	4.517
4429	69.109	4.162
4432	52.258	3.629
4433	56.807	3.708
4434	58.582	3.889
4435	54.244	3.628
4436	52.546	3.605
4437	69.412	4.427
4438	58.467	3.697
4439	71.563	4.29
4440	59.45	3.362
4441	76.907	4.714
4442	78.534	4.525
4443	55.148	3.667
4444	69.489	4.852
4453	65.181	4.072
4454	70.123	4.302
4455	67.285	3.923
4456	71.681	4.348
4457	69.77	4.056
4458	68.661	4.12
4459	69.109	4.198
4460	63.02	3.816
4464	57.549	3.164
4465	48.132	3.189
4466	54.897	3.393
4480	49.612	3.038
4481	50.409	3.148
4482	49.921	3.097
4483	49.838	2.994
4485	45.46	3.562
4490	38.92	2.695
4491	38.673	2.805
4493	41.254	2.882
4496	32.358	2.853
4497	35.593	2.74
4498	36.754	2.526
4499	38.663	2.723
4500	35.322	2.803
4501	38.099	2.893
4502	36.073	2.54
4503	39.879	2.756
4504	37.05	2.726
4505	39.287	2.676
4506	38.213	2.555
4507	35.21	2.662
4508	34.862	3.027
4517	42.906	3.123
4518	51.693	3.611
4519	53.319	3.241
4520	52.526	3.226
4521	52.627	3.088
4522	52.077	3.138
4523	50.228	3.165
4524	48.549	3.166
4528	49.943	3.267
4529	46.776	3.232
4530	47.44	3.151
4544	69.241	4.262
4546	61.694	5.163
4548	63.489	5.098
4550	63.898	4.939
4552	74.998	3.829
4554	61.883	5.114
4555	57.94	4.544
4556	63.449	4.994
4557	63.44	4.281
4558	64.197	5.117
4559	76.374	4.306
4560	75.434	4.245
4561	77.199	4.416
4562	77.744	3.98
4563	75.384	4.249
4565	68.471	4.968
4573	53.988	4.067
4574	53.87	3.686
4575	55.688	3.689
4576	55.564	3.573
4577	52.401	3.608
4578	51.954	3.643
4579	48.414	4.248
4580	53.386	3.549
4596	59.215	4.269
4598	65.1	4.401
4599	64.168	4.014
4600	63.118	4.187
4601	63.367	4.432
4602	61.356	4.628
4603	62.53	3.965
4605	56.027	4.932
4608	43.096	2.984
4610	39.516	3.026
4612	45.675	2.904
4614	45.357	2.667
4616	45.756	2.629
4618	42.551	2.696
4619	44.917	2.912
4620	45.853	2.793
4621	47.82	2.841
4622	47.186	2.769
4623	45.851	2.537
4624	46.505	2.55
4625	45.643	2.611
4626	45.078	2.545
4627	43.825	2.695
4629	40.48	2.798
4637	45.285	2.656
4638	43.557	2.784
4639	47.182	2.584
4640	47.902	2.564
4641	47.203	2.772
4642	46.821	2.611
4643	41.573	2.788
4644	42.623	2.965
4660	42.432	3.024
4662	45.54	2.563
4663	46.544	2.761
4664	47.678	2.639
4665	47.098	2.565
4666	47.168	2.739
4667	50.345	2.926
4669	46.672	2.808
4672	77.314	3.465
4673	74.78	3.54
4674	75.473	3.363
4675	75.334	3.546
4677	69.157	4.116
4682	53.475	2.915
4683	50.219	3.025
4685	51.951	3.068
4688	51.44	3.217
4689	54.684	3.1
4690	54.791	2.833
4691	52.848	2.931
4692	57.155	3.398
4693	47.954	3.441
4694	53.358	2.88
4695	54.755	3.123
4696	54.194	2.866
4697	54.604	2.904
4698	51.624	2.908
4699	52.558	3.019
4700	51.845	2.912
4709	56.156	3.324
4710	61.847	3.352
4711	58.632	3.076
4712	54.065	3.461
4713	62.445	3.43
4714	59.419	3.062
4715	59.323	3.045
4716	58.964	3.095
4720	77.48	3.694
4721	70.06	3.785
4722	73.535	3.528
4736	65.043	4.073
4737	61.948	4.064
4738	64.652	4.151
4739	66.144	4.475
4741	60.583	4.331
4746	67.32	3.893
4747	65.331	3.967
4749	66.266	3.88
4752	66.752	4.308
4753	72.571	4.097
4754	74.592	3.95
4755	75.077	4.142
4756	72.284	4.311
4757	67.755	4.015
4758	73.631	4.047
4759	66.817	4.698
4760	74.336	4.049
4761	65.027	3.979
4762	67.925	3.92
4763	67.842	4.077
4764	72.583	4.825
4773	74.586	4.259
4774	82.156	4.474
4775	79.644	4.098
4776	79.274	3.917
4777	76.912	3.962
4778	79.111	3.935
4779	75.085	4.04
4780	69.411	3.826
4784	62.297	4.412
4785	54.644	4.58
4786	62.475	4.548
4800	23.411	2.419
4802	26.795	2.078
4804	29.037	1.841
4806	27.677	1.713
4808	24.658	2.129
4810	28.652	1.843
4811	27.193	2.009
4812	28.854	1.796
4813	30.203	2.057
4814	29.167	1.801
4815	25.499	2.232
4816	24.764	2.313
4817	23.314	2.121
4818	24.41	2.165
4819	24.665	2.213
4821	22.028	2.735
4829	32.359	3.246
4830	28.454	3.354
4831	31.88	2.765
4832	32.366	3.199
4833	31.939	3.072
4834	32.773	3.098
4835	28.084	3.357
4836	31.123	3.233
4852	32.357	2.834
4854	35.707	2.385
4855	35.565	2.356
4856	33.743	2.203
4857	36.542	2.307
4858	35.219	2.516
4859	35.441	2.277
4861	33.452	2.543
4864	33.241	2.753
4866	34.263	2.659
4868	36.858	2.518
4870	38.678	2.422
4872	34.97	2.415
4874	38.095	2.458
4875	36.12	2.521
4876	35.991	2.393
4877	37.515	2.394
4878	37.172	2.351
4879	35.442	2.428
4880	35.764	2.302
4881	36.721	2.381
4882	36.246	2.308
4883	35.777	2.747
4885	28.402	2.772
4893	30.849	2.611
4894	23.659	3.383
4895	32.379	2.303
4896	33.287	2.739
4897	30.922	2.098
4898	31.747	2.066
4899	28.567	2.509
4900	29.924	2.096
4916	43.59	2.993
4918	47.223	2.663
4919	45.554	2.722
4920	46.493	2.654
4921	46.945	2.765
4922	46.203	2.659
4923	47.847	2.663
4925	44.044	2.806
4928	47.182	2.627
4929	49.384	2.672
4930	45.746	2.893
4931	46.488	2.532
4933	42.01	3.05
4938	42.0	2.945
4939	42.575	2.95
4941	44.579	3.215
4944	36.673	3.177
4945	43.102	2.614
4946	44.071	2.622
4947	43.128	2.48
4948	42.661	2.824
4949	34.498	3.111
4950	43.566	2.567
4951	37.712	2.965
4952	44.478	2.542
4953	41.857	3.079
4954	42.906	2.75
4955	40.153	2.79
4956	36.762	3.218
4965	42.39	2.924
4966	47.418	2.878
4967	46.321	2.688
4968	46.766	2.678
4969	48.54	2.747
4970	46.535	2.635
4971	46.049	2.914
4972	41.352	2.969
4976	49.044	2.665
4977	45.12	2.811
4978	47.081	2.668
4992	34.352	2.8
4993	38.298	2.829
4994	30.313	2.487
4995	34.62	2.666
4997	27.357	2.848
5002	49.644	2.904
5003	47.781	2.919
5005	46.459	2.62
5008	42.241	2.77
5009	41.825	2.625
5010	44.513	2.556
5011	44.377	2.57
5012	40.19	3.158
5013	41.917	2.834
5014	44.16	2.602
5015	45.365	2.755
5016	44.693	2.552
5017	45.658	3.059
5018	50.203	2.843
5019	40.047	2.727
5020	44.439	2.944
5029	30.829	3.298
5030	36.241	3.207
5031	38.132	3.266
5032	40.879	3.282
5033	37.613	2.782
5034	37.972	2.922
5035	38.01	3.207
5036	35.06	3.225
5040	39.01	2.865
5041	37.978	3.285
5042	40.951	2.798
5056	36.868	2.937
5058	42.899	2.971
5060	45.472	2.905
5062	46.58	2.893
5064	43.471	2.915
5066	45.442	2.759
5067	38.018	3.204
5068	44.48	2.795
5069	42.717	3.062
5070	48.358	2.877
5071	44.033	2.58
5072	45.427	2.752
5073	43.881	2.576
5074	43.608	2.66
5075	41.773	2.742
5077	39.066	2.672
5085	44.542	2.645
5086	42.862	2.915
5087	45.49	2.702
5088	46.905	2.777
5089	46.974	2.711
5090	45.164	2.681
5091	39.364	2.913
5092	44.181	2.838
5108	37.392	2.581
5110	41.171	2.403
5111	38.567	2.393
5112	41.547	2.539
5113	41.732	2.466
5114	42.172	2.763
5115	43.922	2.67
5117	39.326	2.773
5120	21.279	2.967
5122	27.642	3.426
5124	33.722	3.213
5126	32.272	2.345
5128	24.101	2.563
5130	33.581	2.689
5131	28.565	2.869
5132	34.374	3.095
5133	31.995	2.711
5134	30.91	2.575
5135	25.95	2.537
5136	24.472	2.559
5137	23.527	2.567
5138	25.183	2.636
5139	23.597	2.992
5141	20.68	3.137
5149	29.144	2.688
5150	24.059	2.748
5151	27.916	2.339
5152	27.043	2.266
5153	26.632	2.255
5154	28.283	2.354
5155	27.745	2.634
5156	28.42	2.632
5172	29.168	2.598
5174	31.204	2.355
5175	31.307	2.726
5176	31.335	2.749
5177	31.726	2.963
5178	29.065	2.576
5179	32.039	3.02
5181	24.97	2.697
5184	60.117	3.501
5185	60.268	3.508
5186	57.223	3.715
5187	58.483	3.556
5189	52.297	3.622
5194	66.335	3.532
5195	57.896	3.678
5197	66.829	3.738
5200	57.634	3.864
5201	69.377	4.471
5202	71.655	4.005
5203	74.72	4.356
5204	71.554	4.429
5205	52.348	4.106
5206	75.354	4.138
5207	66.564	3.653
5208	71.987	3.748
5209	70.792	3.736
5210	67.475	4.015
5211	57.614	4.216
5212	58.912	3.748
5221	57.149	3.767
5222	60.853	3.558
5223	60.854	3.466
5224	61.17	3.305
5225	61.217	3.486
5226	62.823	3.597
5227	61.022	3.806
5228	54.985	3.768
5232	61.214	3.513
5233	55.882	3.854
5234	60.271	3.593
5248	77.37	4.02
5249	78.211	3.965
5250	74.851	4.434
5251	76.412	4.272
5253	71.143	4.122
5258	75.775	4.227
5259	74.133	4.334
5261	76.096	4.294
5264	56.184	3.972
5265	62.659	3.634
5266	62.189	3.719
5267	59.755	4.015
5268	63.854	3.737
5269	69.518	4.3
5270	66.324	3.938
5271	77.166	4.548
5272	63.116	4.398
5273	74.696	4.433
5274	72.995	4.314
5275	56.577	3.965
5276	66.589	4.579
5285	69.793	4.544
5286	60.927	4.282
5287	64.102	4.841
5288	80.66	4.512
5289	81.186	4.411
5290	80.131	4.27
5291	73.498	4.243
5292	68.852	4.111
5296	78.039	3.831
5297	70.244	4.574
5298	75.59	4.088
5312	66.117	4.296
5314	55.593	3.894
5316	56.757	3.909
5318	58.067	4.339
5320	73.007	4.311
5322	72.992	4.385
5323	58.727	4.349
5324	73.987	4.143
5325	62.087	4.795
5326	64.187	4.483
5327	61.016	3.643
5328	67.501	3.964
5329	64.216	4.602
5330	60.237	3.532
5331	62.034	4.022
5333	64.661	3.837
5341	61.472	3.991
5342	62.261	3.738
5343	70.435	3.658
5344	69.174	3.766
5345	59.943	4.212
5346	70.426	4.107
5347	63.36	3.535
5348	63.938	3.813
5364	50.724	4.181
5366	57.459	4.203
5367	59.301	4.125
5368	65.39	4.792
5369	60.615	4.182
5370	59.857	4.194
5371	61.688	4.081
5373	58.066	4.248
5376	83.079	4.584
5378	76.945	4.679
5380	83.204	4.693
5382	84.748	4.346
5384	86.997	4.3
5386	85.385	4.4
5387	69.429	4.419
